#nrNodes nrCollisions nrTransmissions OverallEnergy
2 0 1934 4.007940672000001
2 0 2009 3.595348992
2 0 218 0.417240576
2 0 191 0.38295705599999996
2 0 184 0.21351782400000002
2 0 202 0.25989600000000007
2 0 195 0.39357312000000005
