#nrNodes nrCollisions nrTransmissions OverallEnergy
2 71 202 45.652180992000005
1 0 61 13.786054656000001
1 0 73 16.498065408000002
1 0 80 18.080071680000003
1 0 82 18.532073472000004
1 0 86 19.436077056000002
1 0 89 20.114079744
1 0 76 17.176068096000005
1 0 101 22.826090496000003
1 0 84 18.984075264
